Namespace(batchsize=32, cnfmat=0, dataset='cal256', datasettype=1, losstype=1, lr=0.0005, mainloss=0, nEpochs=50, netG='savemodel/CAL256neural/netconv65.pth', out='savemodel/TEST', pretrain=1, train=0)
Caltech 256 dataset
Enumeration done
Data creation done for 0/758
                078.fried-egg       0.00      0.00      0.00        23
                 245.windmill       0.00      0.00      0.00        23
                 083.gas-pump       0.00      0.00      0.00        18
                     026.cake       0.35      0.41      0.38        17
           175.roulette-wheel       0.00      0.00      0.00        22
            160.pez-dispenser       0.05      0.04      0.04        24
              069.fighter-jet       0.01      0.05      0.02        19
           005.baseball-glove       0.10      0.14      0.12        21
             064.elephant-101       0.03      0.04      0.04        23
                040.cockroach       0.16      0.24      0.19        25
               213.teddy-bear       0.02      0.08      0.04        24
         208.swiss-army-knife       0.50      0.16      0.24        19
                     098.harp       0.00      0.00      0.00        23
                     009.bear       0.00      0.00      0.00        20
                164.porcupine       0.06      0.07      0.06        15
                 103.hibiscus       0.00      0.00      0.00        20
                  148.mussels       0.08      0.05      0.06        19
                 114.ibis-101       0.67      0.10      0.17        21
                    038.chimp       0.07      0.11      0.09        18
               022.buddha-101       0.08      0.04      0.05        26
                    250.zebra       0.19      0.22      0.20        23
            002.american-flag       0.00      0.00      0.00        18
                142.microwave       0.08      0.11      0.09        19
            146.mountain-bike       0.08      0.19      0.11        27
                  223.top-hat       0.00      0.00      0.00        27
                155.paperclip       0.00      0.00      0.00        32
               074.flashlight       0.04      0.04      0.04        23
                   176.saddle       0.04      0.08      0.05        24
                  032.cartman       0.00      0.00      0.00        17
                   042.coffin       0.24      0.30      0.26        27
             172.revolver-101       0.44      0.46      0.45        26
              077.french-horn       0.00      0.00      0.00        26
             162.picnic-table       0.00      0.00      0.00        18
                    089.goose       0.05      0.16      0.08        19
                  234.tweezer       0.00      0.00      0.00        26
                  151.ostrich       0.01      0.06      0.02        17
                 003.backpack       0.00      0.00      0.00        26
                227.treadmill       0.08      0.08      0.08        26
                  135.mailbox       0.00      0.00      0.00        34
                    194.socks       0.00      0.00      0.00        18
           166.praying-mantis       0.33      0.08      0.13        25
              099.harpsichord       0.00      0.00      0.00        23
                 136.mandolin       0.00      0.00      0.00        17
                    173.rifle       0.23      0.22      0.22        23
                123.ketch-101       0.00      0.00      0.00        23
                     085.goat       0.09      0.18      0.12        34
             201.starfish-101       0.07      0.21      0.11        19
            230.trilobite-101       0.07      0.11      0.09        28
             019.boxing-glove       0.00      0.00      0.00        22
               211.tambourine       0.00      0.00      0.00        28
           106.horseshoe-crab       0.09      0.17      0.12        18
          006.basketball-hoop       0.00      0.00      0.00        23
                    048.conch       0.17      0.18      0.18        22
            204.sunflower-101       0.10      0.04      0.06        24
                  090.gorilla       0.32      0.24      0.27        29
               225.tower-pisa       1.00      0.05      0.09        22
                  257.clutter       0.00      0.00      0.00        21
                   025.cactus       0.00      0.00      0.00        24
                 147.mushroom       0.55      0.35      0.43        17
               041.coffee-mug       0.59      0.42      0.49        24
               067.eyeglasses       0.18      0.65      0.28        20
                     137.mars       0.00      0.00      0.00        17
             255.tennis-shoes       0.00      0.00      0.00        18
             004.baseball-bat       0.00      0.00      0.00        20
        045.computer-keyboard       0.00      0.00      0.00        22
                    105.horse       0.00      0.00      0.00        21
                139.megaphone       0.25      0.26      0.26        23
         046.computer-monitor       0.08      0.06      0.07        17
                 016.boom-box       0.00      0.00      0.00        22
                    190.snake       0.00      0.00      0.00        18
                196.spaghetti       0.00      0.00      0.00        21
          239.washing-machine       0.00      0.00      0.00        21
                 087.goldfish       0.00      0.00      0.00        33
              037.chess-board       0.10      0.28      0.15        25
                 248.yarmulke       0.10      0.04      0.06        23
                     043.coin       0.19      0.45      0.26        22
               021.breadmaker       0.00      0.00      0.00        21
              093.grasshopper       0.00      0.00      0.00        22
               185.skateboard       0.00      0.00      0.00        18
              180.screwdriver       0.03      0.04      0.03        26
                       033.cd       0.03      0.04      0.04        24
                     068.fern       0.00      0.00      0.00        23
                  109.hot-tub       0.20      0.04      0.06        28
                   092.grapes       0.04      0.04      0.04        25
           102.helicopter-101       0.00      0.00      0.00        25
                    209.sword       0.00      0.00      0.00        27
               141.microscope       0.00      0.00      0.00        20
                 205.superman       0.00      0.00      0.00        20
                247.xylophone       0.51      0.69      0.59        29
             129.leopards-101       0.00      0.00      0.00        27
                 138.mattress       0.11      0.12      0.11        17
                    249.yo-yo       1.00      0.19      0.32        21
                      237.vcr       0.14      0.08      0.10        25
                    206.sushi       0.35      0.36      0.35        25
             179.scorpion-101       0.50      0.06      0.11        31
                061.dumb-bell       0.00      0.00      0.00        21
               197.speed-boat       0.00      0.00      0.00        19
              101.head-phones       0.00      0.00      0.00        24
                   116.iguana       0.06      0.05      0.05        21
            050.covered-wagon       0.33      0.27      0.30        26
              184.sheet-music       0.00      0.00      0.00        21
                   029.cannon       0.00      0.00      0.00        13
            100.hawksbill-101       0.09      0.11      0.10        19
                   221.tomato       0.17      0.16      0.17        25
                  232.t-shirt       0.15      0.15      0.15        27
                 157.pci-card       0.00      0.00      0.00        24
                 052.crab-101       0.00      0.00      0.00        22
                073.fireworks       0.00      0.00      0.00        18
                154.palm-tree       0.23      0.70      0.34        23
           145.motorbikes-101       0.00      0.00      0.00        24
                  150.octopus       0.00      0.00      0.00        16
                049.cormorant       0.13      0.13      0.13        30
             119.jesus-christ       0.00      0.00      0.00        27
              018.bowling-pin       0.05      0.05      0.05        20
                  167.pyramid       0.33      0.14      0.19        22
        070.fire-extinguisher       0.21      0.50      0.29        24
              216.tennis-ball       0.17      0.05      0.08        19
               127.laptop-101       0.39      0.35      0.37        26
               012.binoculars       0.06      0.04      0.05        25
                110.hourglass       0.00      0.00      0.00        20
                   159.people       0.00      0.00      0.00        25
          169.radio-telescope       0.21      0.20      0.21        20
                034.centipede       0.18      0.15      0.17        26
                222.tombstone       0.50      0.05      0.08        22
                  143.minaret       0.00      0.00      0.00        24
                 058.doorknob       0.00      0.00      0.00        14
                088.golf-ball       0.29      0.18      0.22        33
             224.touring-bike       0.06      0.08      0.07        24
                020.brain-101       0.36      0.15      0.22        26
               081.frying-pan       0.16      0.16      0.16        32
               219.theodolite       0.10      0.04      0.06        26
                     055.dice       0.11      0.07      0.09        27
            215.telephone-box       0.00      0.00      0.00        20
                    128.lathe       0.00      0.00      0.00        18
                   198.spider       0.04      0.03      0.04        29
             171.refrigerator       0.17      0.11      0.13        28
                131.lightbulb       0.23      0.16      0.19        31
                 031.car-tire       0.22      0.31      0.26        29
                133.lightning       0.00      0.00      0.00        24
               242.watermelon       0.28      0.44      0.34        27
                    044.comet       0.00      0.00      0.00        24
                 203.stirrups       0.31      0.14      0.20        28
                     001.ak47       0.06      0.03      0.04        31
                  149.necktie       0.09      0.15      0.11        33
           047.computer-mouse       0.00      0.00      0.00        27
            130.license-plate       0.15      0.06      0.09        31
                097.harmonica       0.50      0.29      0.36        28
          238.video-projector       0.00      0.00      0.00        25
                    014.blimp       0.00      0.00      0.00        14
                  108.hot-dog       0.00      0.00      0.00        25
                     118.iris       0.00      0.00      0.00        21
               027.calculator       0.00      0.00      0.00        22
                241.waterfall       0.00      0.00      0.00        18
               039.chopsticks       0.00      0.00      0.00        14
                     060.duck       0.00      0.00      0.00        23
                    030.canoe       0.00      0.00      0.00        14
           059.drinking-straw       0.17      0.11      0.13        28
               035.cereal-box       0.18      0.32      0.23        22
                 066.ewer-101       0.02      0.04      0.03        26
             017.bowling-ball       0.00      0.00      0.00        20
                   126.ladder       0.00      0.00      0.00        21
          107.hot-air-balloon       0.07      0.05      0.06        19
          091.grand-piano-101       0.10      0.11      0.11        35
               051.cowboy-hat       0.08      0.04      0.05        26
                120.joy-stick       0.07      0.06      0.07        33
                  191.sneaker       0.00      0.00      0.00        20
                      056.dog       0.29      0.22      0.25        32
            104.homer-simpson       0.00      0.00      0.00        28
                    122.kayak       0.93      0.81      0.86        31
           253.faces-easy-101       0.00      0.00      0.00        27
           036.chandelier-101       0.00      0.00      0.00        27
               153.palm-pilot       0.00      0.00      0.00        24
                      007.bat       0.00      0.00      0.00        21
              193.soccer-ball       0.82      0.61      0.70        23
182.self-propelled-lawn-mower       0.40      0.15      0.22        26
                    186.skunk       0.00      0.00      0.00        28
                      065.elk       0.00      0.00      0.00        31
             071.fire-hydrant       0.00      0.00      0.00        28
                    199.spoon       0.35      0.53      0.42        30
                   177.saturn       0.00      0.00      0.00        22
          076.football-helmet       0.00      0.00      0.00        31
               188.smokestack       0.20      0.11      0.14        28
                 010.beer-mug       0.00      0.00      0.00        27
                      152.owl       0.00      0.00      0.00        11
                 195.soda-can       0.00      0.00      0.00        26
                  008.bathtub       0.00      0.00      0.00        26
                   181.segway       0.00      0.00      0.00        19
               192.snowmobile       0.00      0.00      0.00        15
              113.hummingbird       0.00      0.00      0.00        21
              161.photocopier       0.09      0.06      0.07        16
             124.killer-whale       0.00      0.00      0.00        21
                     080.frog       0.05      0.12      0.07        16
            251.airplanes-101       0.00      0.00      0.00        27
                     165.pram       0.00      0.00      0.00        14
              244.wheelbarrow       0.00      0.00      0.00        23
              075.floppy-disk       0.00      0.00      0.00        27
              233.tuning-fork       0.00      0.00      0.00        29
                    189.snail       0.00      0.00      0.00        18
               187.skyscraper       0.00      0.00      0.00        18
                254.greyhound       0.10      0.12      0.11        17
             243.welding-mask       0.00      0.00      0.00        23
           115.ice-cream-cone       0.00      0.00      0.00        21
                  158.penguin       0.00      0.00      0.00        16
            200.stained-glass       0.00      0.00      0.00        28
              140.menorah-101       0.28      0.20      0.23        25
            218.tennis-racket       0.70      0.25      0.37        28

                  avg / total       0.11      0.10      0.09      5942

0.100134634803
Using 4 number of neighbours
Nearest neighbours Classifier trained
Prediction done for 0/186
Prediction done for 50/186
Prediction done for 100/186
Prediction done for 150/186
                               precision    recall  f1-score   support

                        other       0.14      0.56      0.22        25
              094.guitar-pick       0.00      0.00      0.00        25
      063.electric-guitar-101       0.05      0.16      0.08        19
           156.paper-shredder       0.00      0.00      0.00        15
                  096.hammock       0.07      0.19      0.10        27
             235.umbrella-101       0.12      0.04      0.06        25
              246.wine-bottle       0.04      0.04      0.04        25
             174.rotary-phone       0.00      0.00      0.00        21
              057.dolphin-101       0.00      0.00      0.00        26
            226.traffic-light       0.06      0.12      0.08        17
                     117.ipod       0.00      0.00      0.00        32
                    125.knife       0.00      0.00      0.00        18
             062.eiffel-tower       0.00      0.00      0.00        29
           202.steering-wheel       0.04      0.10      0.06        20
               053.desk-globe       0.21      0.19      0.20        26
                   214.teepee       0.00      0.00      0.00        16
                 144.minotaur       0.18      0.15      0.16        20
             217.tennis-court       0.00      0.00      0.00        23
                  084.giraffe       0.00      0.00      0.00        25
                    028.camel       0.09      0.24      0.13        33
             054.diamond-ring       0.09      0.33      0.14        21
                  079.frisbee       0.34      0.80      0.48        25
                240.watch-101       0.15      0.37      0.21        19
           112.human-skeleton       0.88      0.42      0.57        36
               072.fire-truck       0.00      0.00      0.00        26
                095.hamburger       0.15      0.06      0.08        36
       086.golden-gate-bridge       0.09      0.16      0.12        19
                024.butterfly       0.13      0.26      0.17        23
                   212.teapot       0.04      0.04      0.04        24
              228.triceratops       0.11      0.25      0.16        28
                111.house-fly       0.17      0.09      0.12        22
                134.llama-101       0.25      0.09      0.13        22
             121.kangaroo-101       0.07      0.07      0.07        28
                  220.toaster       0.11      0.06      0.08        16
                  210.syringe       0.00      0.00      0.00        24
                   231.tripod       0.00      0.00      0.00        22
             163.playing-card       0.00      0.00      0.00        25
                 013.birdbath       0.00      0.00      0.00        27
                  236.unicorn       0.15      0.36      0.21        22
                   082.galaxy       0.07      0.12      0.09        17
                     207.swan       0.23      0.17      0.20        29
                023.bulldozer       0.00      0.00      0.00        21
                     256.toad       0.00      0.00      0.00        22
                011.billiards       0.12      0.04      0.06        23
              132.light-house       0.07      0.16      0.10        19
                  183.sextant       0.00      0.00      0.00        19
                  170.rainbow       0.40      0.10      0.16        20
               178.school-bus       0.04      0.06      0.04        18
                 229.tricycle       0.00      0.00      0.00        20
               015.bonsai-101       0.00      0.00      0.00        26
                078.fried-egg       0.33      0.08      0.13        24
                 245.windmill       0.00      0.00      0.00        18
                 083.gas-pump       0.00      0.00      0.00        18
                     026.cake       0.04      0.04      0.04        24
           175.roulette-wheel       0.00      0.00      0.00        27
            160.pez-dispenser       0.17      0.22      0.20        18
              069.fighter-jet       0.04      0.17      0.06        18
           005.baseball-glove       0.08      0.12      0.09        17
             064.elephant-101       0.10      0.12      0.11        24
                040.cockroach       0.09      0.11      0.10        19
               213.teddy-bear       0.00      0.00      0.00        26
         208.swiss-army-knife       0.43      0.14      0.21        21
                     098.harp       0.17      0.08      0.11        26
                     009.bear       0.00      0.00      0.00        22
                164.porcupine       0.19      0.20      0.19        25
                 103.hibiscus       0.00      0.00      0.00        24
                  148.mussels       0.08      0.04      0.06        23
                 114.ibis-101       0.25      0.04      0.07        24
                    038.chimp       0.05      0.06      0.05        16
               022.buddha-101       0.30      0.10      0.15        30
                    250.zebra       0.28      0.33      0.30        30
            002.american-flag       0.50      0.04      0.07        28
                142.microwave       0.08      0.10      0.09        20
            146.mountain-bike       0.04      0.12      0.06        17
                  223.top-hat       0.00      0.00      0.00        26
                155.paperclip       0.00      0.00      0.00        17
               074.flashlight       0.09      0.07      0.08        28
                   176.saddle       0.05      0.10      0.07        21
                  032.cartman       0.00      0.00      0.00        16
                   042.coffin       0.05      0.05      0.05        21
             172.revolver-101       0.59      0.43      0.50        23
              077.french-horn       0.00      0.00      0.00        25
             162.picnic-table       0.50      0.30      0.37        20
                    089.goose       0.05      0.14      0.08        14
                  234.tweezer       0.10      0.06      0.08        31
                  151.ostrich       0.01      0.04      0.02        27
                 003.backpack       0.22      0.18      0.20        22
                227.treadmill       0.00      0.00      0.00        16
                  135.mailbox       0.00      0.00      0.00        25
                    194.socks       0.00      0.00      0.00        27
           166.praying-mantis       0.67      0.06      0.11        33
              099.harpsichord       0.00      0.00      0.00        27
                 136.mandolin       0.00      0.00      0.00        19
                    173.rifle       0.29      0.25      0.27        24
                123.ketch-101       0.00      0.00      0.00        26
                     085.goat       0.05      0.17      0.08        23
             201.starfish-101       0.11      0.25      0.15        20
            230.trilobite-101       0.05      0.06      0.05        35
             019.boxing-glove       0.00      0.00      0.00        23
               211.tambourine       0.00      0.00      0.00        29
           106.horseshoe-crab       0.04      0.08      0.05        25
          006.basketball-hoop       0.00      0.00      0.00        24
                    048.conch       0.00      0.00      0.00        17
            204.sunflower-101       0.43      0.12      0.19        25
                  090.gorilla       0.18      0.11      0.13        19
               225.tower-pisa       0.00      0.00      0.00        31
                  257.clutter       0.00      0.00      0.00        23
                   025.cactus       0.00      0.00      0.00        22
                 147.mushroom       0.50      0.19      0.27        27
               041.coffee-mug       0.56      0.31      0.40        16
               067.eyeglasses       0.17      0.60      0.27        20
                     137.mars       0.00      0.00      0.00        16
             255.tennis-shoes       0.00      0.00      0.00        24
             004.baseball-bat       0.19      0.12      0.15        34
        045.computer-keyboard       0.00      0.00      0.00        14
                    105.horse       0.00      0.00      0.00        27
                139.megaphone       0.18      0.19      0.19        21
         046.computer-monitor       0.16      0.12      0.13        26
                 016.boom-box       0.09      0.06      0.07        17
                    190.snake       0.14      0.13      0.14        23
                196.spaghetti       0.04      0.13      0.06        23
          239.washing-machine       0.00      0.00      0.00        13
                 087.goldfish       0.00      0.00      0.00        23
              037.chess-board       0.02      0.05      0.02        21
                 248.yarmulke       0.11      0.03      0.05        30
                     043.coin       0.18      0.23      0.20        26
               021.breadmaker       0.00      0.00      0.00        19
              093.grasshopper       0.00      0.00      0.00        22
               185.skateboard       0.00      0.00      0.00        24
              180.screwdriver       0.00      0.00      0.00        31
                       033.cd       0.10      0.17      0.13        18
                     068.fern       0.00      0.00      0.00        35
                  109.hot-tub       0.14      0.04      0.06        27
                   092.grapes       0.00      0.00      0.00        23
           102.helicopter-101       0.00      0.00      0.00        26
                    209.sword       0.00      0.00      0.00        21
               141.microscope       0.00      0.00      0.00        31
                 205.superman       0.00      0.00      0.00        24
                247.xylophone       0.42      0.39      0.41        28
             129.leopards-101       0.00      0.00      0.00        22
                 138.mattress       0.06      0.05      0.05        21
                    249.yo-yo       0.14      0.06      0.09        16
                      237.vcr       0.18      0.19      0.19        21
                    206.sushi       0.25      0.36      0.30        22
             179.scorpion-101       0.00      0.00      0.00        25
                061.dumb-bell       0.30      0.12      0.17        25
               197.speed-boat       0.00      0.00      0.00        22
              101.head-phones       0.00      0.00      0.00        14
                   116.iguana       0.07      0.22      0.11         9
            050.covered-wagon       0.09      0.08      0.08        13
              184.sheet-music       0.00      0.00      0.00        21
                   029.cannon       0.03      0.10      0.05        21
            100.hawksbill-101       0.20      0.11      0.14        18
                   221.tomato       0.23      0.16      0.19        31
                  232.t-shirt       0.05      0.08      0.06        24
                 157.pci-card       0.00      0.00      0.00        29
                 052.crab-101       0.04      0.04      0.04        24
                073.fireworks       0.00      0.00      0.00        19
                154.palm-tree       0.17      0.85      0.28        20
           145.motorbikes-101       0.00      0.00      0.00        21
                  150.octopus       0.00      0.00      0.00        22
                049.cormorant       0.17      0.11      0.13        27
             119.jesus-christ       0.00      0.00      0.00        20
              018.bowling-pin       0.10      0.04      0.05        27
                  167.pyramid       0.10      0.07      0.08        28
        070.fire-extinguisher       0.25      0.62      0.36        26
              216.tennis-ball       0.00      0.00      0.00        17
               127.laptop-101       0.22      0.09      0.12        23
               012.binoculars       0.11      0.06      0.08        32
                110.hourglass       0.00      0.00      0.00        20
                   159.people       0.00      0.00      0.00        19
          169.radio-telescope       0.23      0.13      0.17        23
                034.centipede       0.06      0.04      0.05        24
                222.tombstone       0.75      0.17      0.27        18
                  143.minaret       0.00      0.00      0.00        25
                 058.doorknob       0.00      0.00      0.00        26
                088.golf-ball       0.46      0.21      0.29        28
             224.touring-bike       0.03      0.04      0.04        23
                020.brain-101       0.18      0.08      0.11        26
               081.frying-pan       0.09      0.17      0.11        18
               219.theodolite       0.00      0.00      0.00        23
                     055.dice       0.05      0.04      0.04        24
            215.telephone-box       0.00      0.00      0.00        27
                    128.lathe       0.00      0.00      0.00        17
                   198.spider       0.10      0.09      0.09        33
             171.refrigerator       0.00      0.00      0.00        18
                131.lightbulb       0.10      0.12      0.11        16
                 031.car-tire       0.06      0.04      0.05        25
                133.lightning       0.00      0.00      0.00        26
               242.watermelon       0.26      0.62      0.37        21
                    044.comet       0.00      0.00      0.00        14
                 203.stirrups       0.50      0.17      0.25        24
                     001.ak47       0.11      0.04      0.06        24
                  149.necktie       0.03      0.08      0.05        25
           047.computer-mouse       0.00      0.00      0.00        28
            130.license-plate       0.19      0.12      0.15        25
                097.harmonica       0.27      0.25      0.26        28
          238.video-projector       0.00      0.00      0.00        20
                    014.blimp       0.00      0.00      0.00        12
                  108.hot-dog       0.00      0.00      0.00        24
                     118.iris       0.00      0.00      0.00        32
               027.calculator       0.25      0.07      0.11        29
                241.waterfall       0.00      0.00      0.00        24
               039.chopsticks       0.00      0.00      0.00        24
                     060.duck       0.00      0.00      0.00        25
                    030.canoe       0.00      0.00      0.00        17
           059.drinking-straw       0.00      0.00      0.00        21
               035.cereal-box       0.09      0.12      0.10        26
                 066.ewer-101       0.00      0.00      0.00        24
             017.bowling-ball       0.00      0.00      0.00        25
                   126.ladder       0.00      0.00      0.00        23
          107.hot-air-balloon       0.08      0.06      0.07        17
          091.grand-piano-101       0.04      0.09      0.06        22
               051.cowboy-hat       0.14      0.06      0.08        17
                120.joy-stick       0.00      0.00      0.00        20
                  191.sneaker       0.00      0.00      0.00        25
                      056.dog       0.05      0.08      0.06        25
            104.homer-simpson       0.00      0.00      0.00        21
                    122.kayak       1.00      0.53      0.69        17
           253.faces-easy-101       0.00      0.00      0.00        23
           036.chandelier-101       0.00      0.00      0.00        22
               153.palm-pilot       0.00      0.00      0.00        21
                      007.bat       0.00      0.00      0.00        29
              193.soccer-ball       0.33      0.26      0.29        23
182.self-propelled-lawn-mower       0.17      0.07      0.10        28
                    186.skunk       0.08      0.04      0.06        23
                      065.elk       0.00      0.00      0.00        24
             071.fire-hydrant       0.00      0.00      0.00        24
                    199.spoon       0.37      0.52      0.43        29
                   177.saturn       0.00      0.00      0.00        23
          076.football-helmet       0.00      0.00      0.00        20
               188.smokestack       0.20      0.12      0.15        16
                 010.beer-mug       0.00      0.00      0.00        27
                      152.owl       0.00      0.00      0.00        23
                 195.soda-can       0.00      0.00      0.00        21
                  008.bathtub       0.00      0.00      0.00        22
                   181.segway       0.00      0.00      0.00        20
               192.snowmobile       0.00      0.00      0.00        19
              113.hummingbird       0.00      0.00      0.00        20
              161.photocopier       0.10      0.05      0.07        19
             124.killer-whale       0.00      0.00      0.00        28
                     080.frog       0.16      0.28      0.20        32
            251.airplanes-101       0.00      0.00      0.00        24
                     165.pram       0.00      0.00      0.00        29
              244.wheelbarrow       0.00      0.00      0.00        29
              075.floppy-disk       0.00      0.00      0.00        22
              233.tuning-fork       0.00      0.00      0.00        31
                    189.snail       0.00      0.00      0.00        22
               187.skyscraper       0.00      0.00      0.00        21
                254.greyhound       0.06      0.12      0.08        16
             243.welding-mask       0.00      0.00      0.00        26
           115.ice-cream-cone       0.00      0.00      0.00        25
                  158.penguin       0.00      0.00      0.00        31
            200.stained-glass       0.00      0.00      0.00        27
              140.menorah-101       0.29      0.14      0.19        29
            218.tennis-racket       0.38      0.08      0.13        37

                  avg / total       0.10      0.08      0.08      5942

0.0848199259509
Using 5 number of neighbours
Nearest neighbours Classifier trained
Prediction done for 0/186
Prediction done for 50/186
Prediction done for 100/186
Prediction done for 150/186
                               precision    recall  f1-score   support

                        other       0.10      0.50      0.17        20
              094.guitar-pick       0.00      0.00      0.00        27
      063.electric-guitar-101       0.04      0.09      0.05        22
           156.paper-shredder       0.00      0.00      0.00        29
                  096.hammock       0.10      0.23      0.14        26
             235.umbrella-101       0.00      0.00      0.00        17
              246.wine-bottle       0.09      0.12      0.11        24
             174.rotary-phone       0.00      0.00      0.00        24
              057.dolphin-101       0.00      0.00      0.00        35
            226.traffic-light       0.12      0.12      0.12        25
                     117.ipod       0.00      0.00      0.00        21
                    125.knife       0.10      0.08      0.09        25
             062.eiffel-tower       0.00      0.00      0.00        21
           202.steering-wheel       0.03      0.11      0.05        18
               053.desk-globe       0.08      0.11      0.09        19
                   214.teepee       0.00      0.00      0.00        20
                 144.minotaur       0.10      0.04      0.06        24
             217.tennis-court       0.00      0.00      0.00        19
                  084.giraffe       0.00      0.00      0.00        25
                    028.camel       0.09      0.26      0.13        31
             054.diamond-ring       0.18      0.28      0.22        29
                  079.frisbee       0.26      0.58      0.36        12
                240.watch-101       0.10      0.32      0.15        19
           112.human-skeleton       1.00      0.42      0.59        24
               072.fire-truck       0.00      0.00      0.00        19
                095.hamburger       0.11      0.05      0.07        19
       086.golden-gate-bridge       0.06      0.10      0.08        20
                024.butterfly       0.06      0.09      0.07        23
                   212.teapot       0.03      0.03      0.03        29
              228.triceratops       0.11      0.27      0.15        22
                111.house-fly       0.30      0.13      0.18        23
                134.llama-101       0.00      0.00      0.00        11
             121.kangaroo-101       0.20      0.06      0.10        31
                  220.toaster       0.06      0.03      0.04        29
                  210.syringe       0.00      0.00      0.00        32
                   231.tripod       0.00      0.00      0.00        20
             163.playing-card       0.00      0.00      0.00        13
                 013.birdbath       0.00      0.00      0.00        25
                  236.unicorn       0.00      0.00      0.00        21
                   082.galaxy       0.00      0.00      0.00        29
                     207.swan       0.04      0.05      0.05        21
                023.bulldozer       0.02      0.03      0.03        35
                     256.toad       0.50      0.05      0.09        20
                011.billiards       0.40      0.10      0.16        20
              132.light-house       0.02      0.04      0.03        24
                  183.sextant       0.03      0.06      0.04        17
                  170.rainbow       0.60      0.15      0.24        20
               178.school-bus       0.10      0.14      0.11        22
                 229.tricycle       0.02      0.04      0.03        24
               015.bonsai-101       0.00      0.00      0.00        27
                078.fried-egg       0.10      0.03      0.05        30
                 245.windmill       0.00      0.00      0.00        20
                 083.gas-pump       0.00      0.00      0.00        21
                     026.cake       0.11      0.09      0.10        22
           175.roulette-wheel       0.00      0.00      0.00        15
            160.pez-dispenser       0.00      0.00      0.00        25
              069.fighter-jet       0.04      0.12      0.06        24
           005.baseball-glove       0.11      0.15      0.12        20
             064.elephant-101       0.21      0.29      0.24        21
                040.cockroach       0.08      0.06      0.07        35
               213.teddy-bear       0.00      0.00      0.00        23
         208.swiss-army-knife       0.36      0.17      0.24        23
                     098.harp       0.25      0.04      0.07        24
                     009.bear       0.00      0.00      0.00        26
                164.porcupine       0.07      0.08      0.08        24
                 103.hibiscus       0.00      0.00      0.00        16
                  148.mussels       0.00      0.00      0.00        17
                 114.ibis-101       0.00      0.00      0.00        23
                    038.chimp       0.03      0.05      0.04        19
               022.buddha-101       0.19      0.09      0.12        32
                    250.zebra       0.21      0.30      0.25        23
            002.american-flag       0.00      0.00      0.00        29
